id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,response
ID12743,59,M,INNER_CITY,40949.9,NO,0,NO,YES,YES,NO,NO
ID12744,35,F,TOWN,20262.6,NO,0,NO,YES,NO,NO,NO
ID12745,63,M,SUBURBAN,51879.3,YES,2,YES,YES,NO,YES,NO
ID12746,44,M,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,NO
ID12747,46,M,RURAL,21096.2,YES,1,YES,YES,YES,NO,NO
ID12748,64,M,INNER_CITY,46587.9,NO,0,NO,YES,YES,NO,NO
ID12749,34,F,SUBURBAN,12810.2,NO,3,NO,YES,YES,NO,NO
ID12750,47,M,SUBURBAN,36599,YES,3,YES,YES,YES,NO,NO
ID12751,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID12752,53,M,INNER_CITY,38103.4,NO,2,YES,YES,YES,NO,NO
ID12753,40,M,INNER_CITY,29414.6,YES,1,NO,YES,NO,YES,NO
ID12754,65,F,TOWN,29866.3,YES,3,NO,YES,NO,NO,YES
ID12755,28,M,TOWN,20555,NO,0,YES,YES,YES,NO,NO
ID12756,53,F,INNER_CITY,24042,NO,1,NO,NO,YES,NO,NO
ID12757,50,M,TOWN,40972.9,NO,2,YES,YES,YES,YES,NO
ID12758,64,M,SUBURBAN,59175.1,YES,1,NO,YES,YES,NO,NO
ID12759,48,F,INNER_CITY,21821.4,YES,1,YES,YES,NO,YES,NO
ID12760,60,M,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,NO
ID12761,61,F,RURAL,57176.4,NO,2,NO,YES,YES,NO,NO
ID12762,64,M,INNER_CITY,46587.9,NO,0,NO,YES,YES,NO,NO
ID12763,52,F,INNER_CITY,34253.6,NO,3,YES,NO,YES,NO,YES
ID12764,27,F,INNER_CITY,15281.8,NO,0,YES,NO,NO,YES,NO
ID12765,39,M,SUBURBAN,21951.3,NO,0,YES,YES,YES,YES,YES
ID12766,35,F,TOWN,21623.8,YES,0,NO,YES,NO,YES,YES
ID12767,48,F,INNER_CITY,21821.4,YES,1,YES,YES,NO,YES,NO
ID12768,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID12769,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID12770,35,F,TOWN,30799.5,YES,2,NO,NO,YES,NO,NO
ID12771,59,F,INNER_CITY,23175,YES,0,NO,NO,NO,YES,NO
ID12772,33,F,INNER_CITY,31207.1,NO,0,YES,NO,YES,YES,NO
ID12773,40,M,INNER_CITY,29414.6,YES,1,NO,YES,NO,YES,NO
ID12774,19,M,SUBURBAN,17986.8,YES,0,NO,NO,YES,YES,NO
ID12775,35,M,RURAL,22882.9,YES,0,YES,NO,NO,YES,NO
ID12776,31,M,RURAL,22848.5,YES,1,YES,NO,NO,NO,NO
ID12777,63,M,INNER_CITY,52117.3,NO,2,YES,YES,YES,NO,NO
ID12778,49,F,SUBURBAN,39358.3,YES,0,YES,NO,NO,YES,YES
ID12779,52,M,SUBURBAN,45856.1,NO,1,NO,YES,YES,NO,NO
ID12780,39,M,RURAL,37389,YES,2,NO,YES,YES,NO,NO
ID12781,48,F,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,NO
ID12782,43,F,INNER_CITY,28469.9,YES,0,YES,YES,YES,NO,YES
ID12783,53,F,INNER_CITY,32184.4,YES,2,YES,NO,NO,NO,NO
ID12784,46,M,TOWN,43395.5,NO,1,YES,YES,YES,NO,NO
ID12785,26,F,INNER_CITY,16518.6,YES,0,YES,NO,YES,NO,NO
ID12786,33,F,INNER_CITY,31207.1,NO,0,YES,NO,YES,YES,NO
ID12787,61,F,TOWN,27756.3,YES,0,YES,YES,NO,YES,NO
ID12788,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID12789,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID12790,19,M,SUBURBAN,17986.8,YES,0,NO,NO,YES,YES,NO
ID12791,33,F,SUBURBAN,27712.9,NO,2,NO,YES,YES,NO,NO
ID12792,38,F,INNER_CITY,12163.9,YES,2,YES,NO,YES,NO,NO
ID12793,19,M,RURAL,16625.9,YES,1,NO,NO,YES,NO,NO
ID12794,33,M,TOWN,23528.4,YES,1,NO,YES,YES,YES,NO
ID12795,38,F,INNER_CITY,12163.9,YES,2,YES,NO,YES,NO,NO
ID12796,19,M,INNER_CITY,15417.1,YES,1,YES,NO,YES,NO,YES
ID12797,27,F,INNER_CITY,18158.5,NO,1,YES,NO,YES,YES,NO
ID12798,64,F,TOWN,58367.3,YES,1,YES,YES,YES,NO,NO
ID12799,35,F,TOWN,30799.5,YES,2,NO,NO,YES,NO,NO
ID12800,48,F,INNER_CITY,21821.4,YES,1,YES,YES,NO,YES,NO
ID12801,49,M,INNER_CITY,17944.2,NO,1,YES,YES,YES,YES,NO
ID12802,58,F,SUBURBAN,25468.5,NO,0,YES,NO,NO,YES,NO
ID12803,38,M,RURAL,26281.4,NO,0,YES,YES,YES,NO,NO
ID12804,48,M,TOWN,43057,NO,1,YES,YES,YES,NO,NO
ID12805,60,F,INNER_CITY,22053.2,YES,2,YES,YES,NO,YES,YES
ID12806,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID12807,64,M,SUBURBAN,59175.1,YES,1,NO,YES,YES,NO,NO
ID12808,46,M,RURAL,21096.2,YES,1,YES,YES,YES,NO,NO
ID12809,44,M,SUBURBAN,18707.3,YES,0,YES,YES,YES,YES,NO
ID12810,66,F,RURAL,52769.9,YES,3,YES,YES,YES,NO,NO
ID12811,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID12812,27,F,INNER_CITY,18158.5,NO,1,YES,NO,YES,YES,NO
ID12813,35,M,INNER_CITY,16479.5,YES,0,YES,NO,NO,YES,NO
ID12814,57,F,RURAL,50897.6,YES,0,NO,YES,YES,NO,YES
ID12815,22,F,SUBURBAN,11595.4,NO,0,YES,YES,YES,NO,NO
ID12816,64,M,INNER_CITY,46587.9,NO,0,NO,YES,YES,NO,NO
ID12817,33,F,INNER_CITY,31207.1,NO,0,YES,NO,YES,YES,NO
ID12818,61,F,TOWN,30760.4,NO,2,YES,NO,YES,NO,NO
ID12819,44,M,TOWN,26688.1,YES,1,NO,YES,NO,YES,NO
ID12820,34,F,INNER_CITY,17308.7,YES,1,YES,NO,YES,YES,NO
ID12821,24,F,INNER_CITY,13864.6,YES,3,NO,YES,YES,NO,NO
ID12822,49,M,INNER_CITY,15689.1,NO,0,NO,NO,YES,NO,YES
ID12823,31,M,RURAL,22848.5,YES,1,YES,NO,NO,NO,NO
ID12824,57,M,TOWN,21612.6,YES,0,NO,YES,YES,YES,YES
ID12825,64,F,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,NO
ID12826,33,M,TOWN,23528.4,YES,1,NO,YES,YES,YES,NO
ID12827,24,F,INNER_CITY,13864.6,YES,3,NO,YES,YES,NO,NO
ID12828,37,M,INNER_CITY,33886.4,NO,0,YES,YES,NO,NO,NO
ID12829,64,F,INNER_CITY,31415.7,NO,1,YES,YES,NO,YES,NO
ID12830,25,F,SUBURBAN,23287.9,NO,0,NO,NO,YES,YES,NO
ID12831,31,M,RURAL,22848.5,YES,1,YES,NO,NO,NO,NO
ID12832,48,M,TOWN,43057,NO,1,YES,YES,YES,NO,NO
ID12833,32,F,INNER_CITY,22446.5,NO,1,NO,NO,YES,YES,NO
ID12834,20,M,TOWN,12644.9,YES,2,YES,NO,YES,YES,YES
ID12835,46,F,TOWN,18912.2,YES,0,YES,NO,YES,NO,NO
ID12836,45,F,TOWN,37689.1,NO,1,NO,YES,YES,YES,NO
ID12837,58,F,TOWN,52662.5,YES,1,YES,YES,YES,YES,NO
ID12838,53,M,RURAL,48971.6,YES,3,YES,YES,NO,NO,NO
ID12839,40,M,TOWN,22197.1,NO,0,YES,NO,YES,NO,NO
ID12840,39,M,TOWN,22400.7,YES,2,YES,YES,YES,NO,YES
ID12841,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID12842,40,M,INNER_CITY,16398.8,NO,1,NO,YES,YES,NO,NO
ID12843,36,F,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,NO
ID12844,60,M,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,NO
ID12845,48,F,INNER_CITY,21821.4,YES,1,YES,YES,NO,YES,NO
ID12846,24,F,INNER_CITY,7756.3,NO,0,NO,NO,NO,NO,NO
ID12847,24,F,INNER_CITY,13864.6,YES,3,NO,YES,YES,NO,NO
ID12848,23,F,SUBURBAN,21042,YES,1,NO,NO,YES,NO,NO
ID12849,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID12850,43,F,RURAL,18565.8,YES,1,YES,YES,YES,YES,NO
ID12851,34,F,INNER_CITY,17308.7,YES,1,YES,NO,YES,YES,NO
ID12852,46,F,TOWN,17149.2,NO,1,YES,YES,YES,NO,NO
ID12853,43,M,TOWN,22234.7,YES,0,NO,NO,YES,YES,YES
ID12854,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID12855,23,F,RURAL,11215.3,YES,2,YES,YES,YES,NO,NO
ID12856,67,F,INNER_CITY,36095.9,YES,3,YES,YES,YES,NO,YES
ID12857,43,F,TOWN,31273.8,NO,1,YES,YES,NO,NO,NO
ID12858,25,F,SUBURBAN,23287.9,NO,0,NO,NO,YES,YES,NO
ID12859,24,M,INNER_CITY,21268.4,YES,0,NO,NO,YES,YES,NO
ID12860,59,F,INNER_CITY,27045.1,NO,0,NO,NO,YES,NO,NO
ID12861,48,M,INNER_CITY,34182.2,YES,2,NO,YES,YES,NO,NO
ID12862,49,F,SUBURBAN,30198.5,YES,0,YES,NO,YES,YES,NO
ID12863,66,F,RURAL,52769.9,YES,3,YES,YES,YES,NO,NO
ID12864,27,M,INNER_CITY,20409.3,YES,2,NO,YES,NO,NO,NO
ID12865,53,F,INNER_CITY,32184.4,YES,2,YES,NO,NO,NO,NO
ID12866,48,F,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,NO
ID12867,60,M,SUBURBAN,37554.1,YES,2,YES,YES,YES,YES,NO
ID12868,58,F,SUBURBAN,46461.5,YES,0,NO,YES,YES,NO,YES
ID12869,53,M,INNER_CITY,38103.4,NO,2,YES,YES,YES,NO,NO
ID12870,44,M,SUBURBAN,18707.3,YES,0,YES,YES,YES,YES,NO
ID12871,51,M,TOWN,33615.4,YES,1,NO,YES,NO,YES,NO
ID12872,43,M,SUBURBAN,15109.4,YES,0,NO,NO,YES,NO,NO
ID12873,31,M,SUBURBAN,22362.3,NO,0,NO,YES,YES,NO,NO
ID12874,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID12875,38,F,SUBURBAN,31290.6,YES,0,NO,YES,YES,NO,YES
ID12876,35,F,TOWN,20262.6,NO,0,NO,YES,NO,NO,NO
ID12877,34,F,SUBURBAN,12810.2,NO,3,NO,YES,YES,NO,NO
ID12878,48,M,TOWN,43057,NO,1,YES,YES,YES,NO,NO
ID12879,41,F,SUBURBAN,21984,YES,1,YES,NO,NO,NO,NO
ID12880,31,M,SUBURBAN,22362.3,NO,0,NO,YES,YES,NO,NO
ID12881,21,F,TOWN,10672,NO,1,NO,YES,YES,YES,YES
ID12882,24,F,INNER_CITY,7756.3,NO,0,NO,NO,NO,NO,NO
ID12883,56,F,TOWN,51299.3,YES,1,YES,YES,NO,NO,NO
ID12884,23,F,RURAL,11215.3,YES,2,YES,YES,YES,NO,NO
ID12885,40,F,TOWN,34836.8,YES,1,YES,YES,YES,NO,NO
ID12886,64,F,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,NO
ID12887,31,F,TOWN,22678.1,NO,1,YES,YES,YES,YES,NO
ID12888,59,F,INNER_CITY,29866.9,NO,1,YES,NO,YES,NO,NO
ID12889,60,M,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,NO
ID12890,24,F,TOWN,9465.2,NO,0,NO,NO,YES,NO,NO
ID12891,44,M,SUBURBAN,23092.1,YES,0,YES,NO,YES,YES,NO
ID12892,39,M,INNER_CITY,34852.3,YES,1,NO,YES,NO,YES,NO
ID12893,38,F,RURAL,34061.4,NO,0,YES,YES,YES,NO,NO
ID12894,19,M,INNER_CITY,10191.8,YES,0,NO,YES,YES,YES,NO
ID12895,31,F,TOWN,22678.1,NO,1,YES,YES,YES,YES,NO
ID12896,53,F,INNER_CITY,37850.6,NO,1,NO,YES,YES,NO,NO
ID12897,20,M,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,NO
ID12898,31,M,SUBURBAN,22362.3,NO,0,NO,YES,YES,NO,NO
ID12899,58,F,INNER_CITY,33007.3,NO,1,YES,NO,YES,NO,NO
ID12900,22,F,SUBURBAN,11595.4,NO,0,YES,YES,YES,NO,NO
ID12901,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID12902,27,M,INNER_CITY,20409.3,YES,2,NO,YES,NO,NO,NO
ID12903,20,M,INNER_CITY,18364.9,YES,1,NO,NO,YES,NO,NO
ID12904,31,F,TOWN,15976.3,YES,0,YES,YES,NO,NO,NO
ID12905,44,M,SUBURBAN,23092.1,YES,0,YES,NO,YES,YES,NO
ID12906,27,F,INNER_CITY,15281.8,NO,0,YES,NO,NO,YES,NO
ID12907,35,M,INNER_CITY,16479.5,YES,0,YES,NO,NO,YES,NO
ID12908,28,F,TOWN,25699.4,YES,2,YES,YES,NO,NO,NO
ID12909,60,M,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,NO
ID12910,58,F,INNER_CITY,33007.3,NO,1,YES,NO,YES,NO,NO
ID12911,67,F,SUBURBAN,24858.4,YES,0,NO,NO,YES,YES,NO
ID12912,67,F,RURAL,57398.1,NO,3,NO,YES,YES,NO,NO
ID12913,56,M,TOWN,19918.9,YES,3,NO,YES,YES,YES,YES
ID12914,60,M,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,NO
ID12915,49,M,INNER_CITY,41438,NO,1,NO,YES,NO,NO,NO
ID12916,20,M,INNER_CITY,18364.9,YES,1,NO,NO,YES,NO,NO
ID12917,64,F,TOWN,58367.3,YES,1,YES,YES,YES,NO,NO
ID12918,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID12919,43,F,TOWN,31273.8,NO,1,YES,YES,NO,NO,NO
ID12920,48,F,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,NO
ID12921,41,F,SUBURBAN,21984,YES,1,YES,NO,NO,NO,NO
ID12922,64,M,INNER_CITY,46587.9,NO,0,NO,YES,YES,NO,NO
ID12923,46,F,TOWN,17149.2,NO,1,YES,YES,YES,NO,NO
ID12924,41,M,INNER_CITY,23475.6,YES,0,YES,NO,YES,YES,NO
ID12925,24,F,INNER_CITY,13864.6,YES,3,NO,YES,YES,NO,NO
ID12926,19,M,RURAL,16625.9,YES,1,NO,NO,YES,NO,NO
ID12927,49,M,INNER_CITY,41438,NO,1,NO,YES,NO,NO,NO
ID12928,59,F,INNER_CITY,23175,YES,0,NO,NO,NO,YES,NO
ID12929,47,M,SUBURBAN,36599,YES,3,YES,YES,YES,NO,NO
ID12930,43,F,RURAL,18565.8,YES,1,YES,YES,YES,YES,NO
ID12931,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID12932,35,F,TOWN,30799.5,YES,2,NO,NO,YES,NO,NO
ID12933,59,F,INNER_CITY,29866.9,NO,1,YES,NO,YES,NO,NO
ID12934,59,M,INNER_CITY,40949.9,NO,0,NO,YES,YES,NO,NO
ID12935,33,F,INNER_CITY,31207.1,NO,0,YES,NO,YES,YES,NO
ID12936,41,F,SUBURBAN,21984,YES,1,YES,NO,NO,NO,NO
ID12937,20,M,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,NO
ID12938,32,M,TOWN,24027.6,NO,0,NO,YES,YES,NO,NO
ID12939,60,M,SUBURBAN,37554.1,YES,2,YES,YES,YES,YES,NO
ID12940,47,M,INNER_CITY,44658.6,NO,2,YES,YES,YES,NO,NO
ID12941,60,M,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,NO
ID12942,32,F,INNER_CITY,22446.5,NO,1,NO,NO,YES,YES,NO
ID12943,23,F,INNER_CITY,18050,YES,0,YES,NO,YES,YES,NO
ID12944,27,M,INNER_CITY,20409.3,YES,2,NO,YES,NO,NO,NO
ID12945,51,M,TOWN,33615.4,YES,1,NO,YES,NO,YES,NO
ID12946,23,F,RURAL,11215.3,YES,2,YES,YES,YES,NO,NO
ID12947,56,F,TOWN,51299.3,YES,1,YES,YES,NO,NO,NO
ID12948,46,F,TOWN,18912.2,YES,0,YES,NO,YES,NO,NO
ID12949,59,M,INNER_CITY,40949.9,NO,0,NO,YES,YES,NO,NO
ID12950,38,M,TOWN,33302.8,NO,0,YES,NO,YES,YES,NO
ID12951,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID12952,44,M,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,NO
ID12953,59,F,INNER_CITY,23175,YES,0,NO,NO,NO,YES,NO
ID12954,63,F,INNER_CITY,59805.6,YES,1,YES,YES,YES,NO,NO
ID12955,24,F,TOWN,19160.3,YES,1,YES,YES,YES,NO,NO
ID12956,53,F,INNER_CITY,37850.6,NO,1,NO,YES,YES,NO,NO
ID12957,38,F,RURAL,34061.4,NO,0,YES,YES,YES,NO,NO
ID12958,34,F,SUBURBAN,12810.2,NO,3,NO,YES,YES,NO,NO
ID12959,59,F,INNER_CITY,27045.1,NO,0,NO,NO,YES,NO,NO
ID12960,46,M,TOWN,43395.5,NO,1,YES,YES,YES,NO,NO
ID12961,53,F,INNER_CITY,24042,NO,1,NO,NO,YES,NO,NO
ID12962,40,M,INNER_CITY,29414.6,YES,1,NO,YES,NO,YES,NO
ID12963,34,F,RURAL,19481.3,NO,0,NO,NO,YES,YES,NO
ID12964,24,F,INNER_CITY,13864.6,YES,3,NO,YES,YES,NO,NO
ID12965,31,M,SUBURBAN,22362.3,NO,0,NO,YES,YES,NO,NO
ID12966,48,M,TOWN,25683.4,NO,2,YES,YES,YES,NO,YES
ID12967,67,F,INNER_CITY,58092,NO,2,YES,YES,YES,NO,NO
ID12968,53,F,INNER_CITY,32184.4,YES,2,YES,NO,NO,NO,NO
ID12969,33,M,TOWN,23528.4,YES,1,NO,YES,YES,YES,NO
ID12970,48,F,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,NO
ID12971,28,F,TOWN,25699.4,YES,2,YES,YES,NO,NO,NO
ID12972,66,M,RURAL,48346.1,YES,1,YES,YES,NO,NO,NO
ID12973,64,F,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,NO
ID12974,46,F,TOWN,18912.2,YES,0,YES,NO,YES,NO,NO
ID12975,46,M,TOWN,43395.5,NO,1,YES,YES,YES,NO,NO
ID12976,54,F,TOWN,18036.7,YES,0,YES,YES,NO,NO,YES
ID12977,58,F,INNER_CITY,33007.3,NO,1,YES,NO,YES,NO,NO
ID12978,67,F,INNER_CITY,58092,NO,2,YES,YES,YES,NO,NO
ID12979,34,F,INNER_CITY,17308.7,YES,1,YES,NO,YES,YES,NO
ID12980,65,M,SUBURBAN,51417,YES,2,NO,YES,YES,NO,NO
ID12981,20,M,TOWN,17239.5,NO,1,YES,NO,YES,NO,NO
ID12982,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID12983,50,M,TOWN,40972.9,NO,2,YES,YES,YES,YES,NO
ID12984,64,F,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,NO
ID12985,41,F,SUBURBAN,21984,YES,1,YES,NO,NO,NO,NO
ID12986,67,F,RURAL,57398.1,NO,3,NO,YES,YES,NO,NO
ID12987,42,M,RURAL,20736.2,YES,1,YES,YES,YES,NO,NO
ID12988,61,F,RURAL,57176.4,NO,2,NO,YES,YES,NO,NO
ID12989,67,F,RURAL,57398.1,NO,3,NO,YES,YES,NO,NO
ID12990,38,M,TOWN,26671.6,NO,0,YES,NO,YES,YES,NO
ID12991,24,F,INNER_CITY,13864.6,YES,3,NO,YES,YES,NO,NO
ID12992,22,F,SUBURBAN,11595.4,NO,0,YES,YES,YES,NO,NO
ID12993,49,M,INNER_CITY,17944.2,NO,1,YES,YES,YES,YES,NO
ID12994,63,M,SUBURBAN,51879.3,YES,2,YES,YES,NO,YES,NO
ID12995,40,M,TOWN,22197.1,NO,0,YES,NO,YES,NO,NO
ID12996,33,F,INNER_CITY,31207.1,NO,0,YES,NO,YES,YES,NO
ID12997,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID12998,34,F,SUBURBAN,12810.2,NO,3,NO,YES,YES,NO,NO
ID12999,23,F,RURAL,11215.3,YES,2,YES,YES,YES,NO,NO
ID13000,27,F,INNER_CITY,15281.8,NO,0,YES,NO,NO,YES,NO
ID13001,21,F,RURAL,15797.1,YES,0,NO,YES,YES,NO,NO
ID13002,46,M,TOWN,43395.5,NO,1,YES,YES,YES,NO,NO
ID13003,19,M,SUBURBAN,17986.8,YES,0,NO,NO,YES,YES,NO
ID13004,59,F,INNER_CITY,29866.9,NO,1,YES,NO,YES,NO,NO
ID13005,66,M,RURAL,48346.1,YES,1,YES,YES,NO,NO,NO
ID13006,43,F,RURAL,36281,YES,0,YES,YES,YES,NO,YES
ID13007,24,F,TOWN,9465.2,NO,0,NO,NO,YES,NO,NO
ID13008,20,M,INNER_CITY,18364.9,YES,1,NO,NO,YES,NO,NO
ID13009,40,M,INNER_CITY,29414.6,YES,1,NO,YES,NO,YES,NO
ID13010,58,F,SUBURBAN,25468.5,NO,0,YES,NO,NO,YES,NO
ID13011,38,M,RURAL,26281.4,NO,0,YES,YES,YES,NO,NO
ID13012,35,M,INNER_CITY,16479.5,YES,0,YES,NO,NO,YES,NO
ID13013,23,F,INNER_CITY,18050,YES,0,YES,NO,YES,YES,NO
ID13014,60,M,SUBURBAN,37554.1,YES,2,YES,YES,YES,YES,NO
ID13015,58,F,TOWN,33204.3,NO,1,NO,NO,NO,YES,NO
ID13016,42,F,RURAL,28138.5,YES,0,NO,NO,YES,YES,NO
ID13017,39,M,RURAL,37389,YES,2,NO,YES,YES,NO,NO
ID13018,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID13019,44,M,SUBURBAN,18707.3,YES,0,YES,YES,YES,YES,NO
ID13020,27,M,RURAL,20058.7,YES,0,NO,YES,YES,YES,YES
ID13021,35,F,RURAL,11520.8,YES,0,NO,NO,YES,NO,YES
ID13022,53,F,INNER_CITY,24042,NO,1,NO,NO,YES,NO,NO
ID13023,44,M,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,NO
ID13024,35,F,TOWN,30799.5,YES,2,NO,NO,YES,NO,NO
ID13025,38,F,RURAL,34061.4,NO,0,YES,YES,YES,NO,NO
ID13026,52,M,SUBURBAN,45856.1,NO,1,NO,YES,YES,NO,NO
ID13027,22,F,SUBURBAN,11595.4,NO,0,YES,YES,YES,NO,NO
ID13028,43,F,TOWN,31273.8,NO,1,YES,YES,NO,NO,NO
ID13029,67,F,SUBURBAN,24858.4,YES,0,NO,NO,YES,YES,NO
ID13030,47,M,SUBURBAN,36599,YES,3,YES,YES,YES,NO,NO
ID13031,53,M,RURAL,48971.6,YES,3,YES,YES,NO,NO,NO
ID13032,43,M,RURAL,26106.7,NO,1,NO,NO,YES,NO,NO
ID13033,38,M,TOWN,26671.6,NO,0,YES,NO,YES,YES,NO
ID13034,57,F,RURAL,50849.2,NO,1,NO,YES,NO,YES,NO
ID13035,23,M,TOWN,11736.9,NO,2,YES,YES,YES,YES,YES
ID13036,59,F,INNER_CITY,27045.1,NO,0,NO,NO,YES,NO,NO
ID13037,38,F,INNER_CITY,12163.9,YES,2,YES,NO,YES,NO,NO
ID13038,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,NO
ID13039,44,F,RURAL,30488.7,YES,0,NO,YES,YES,NO,YES
ID13040,38,M,TOWN,33302.8,NO,0,YES,NO,YES,YES,NO
ID13041,45,M,RURAL,42628.3,NO,0,YES,YES,YES,YES,YES
ID13042,40,F,INNER_CITY,31473.9,NO,2,NO,YES,YES,YES,NO
ID13043,52,M,SUBURBAN,45856.1,NO,1,NO,YES,YES,NO,NO
ID13044,42,F,RURAL,28138.5,YES,0,NO,NO,YES,YES,NO
ID13045,47,M,INNER_CITY,44658.6,NO,2,YES,YES,YES,NO,NO
ID13046,31,F,TOWN,22678.1,NO,1,YES,YES,YES,YES,NO
ID13047,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID13048,35,F,TOWN,20262.6,NO,0,NO,YES,NO,NO,NO
ID13049,40,M,INNER_CITY,36256.9,NO,0,NO,NO,YES,YES,NO
ID13050,65,F,TOWN,42378.2,YES,1,NO,YES,YES,NO,NO
ID13051,64,F,TOWN,51620.8,NO,2,YES,YES,YES,NO,NO
ID13052,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,NO
ID13053,65,M,SUBURBAN,51417,YES,2,NO,YES,YES,NO,NO
ID13054,38,M,TOWN,26671.6,NO,0,YES,NO,YES,YES,NO
ID13055,22,F,SUBURBAN,11595.4,NO,0,YES,YES,YES,NO,NO
ID13056,34,F,RURAL,19481.3,NO,0,NO,NO,YES,YES,NO
ID13057,37,M,INNER_CITY,33886.4,NO,0,YES,YES,NO,NO,NO
ID13058,59,F,INNER_CITY,27045.1,NO,0,NO,NO,YES,NO,NO
ID13059,50,M,TOWN,40972.9,NO,2,YES,YES,YES,YES,NO
ID13060,46,M,RURAL,21096.2,YES,1,YES,YES,YES,NO,NO
ID13061,27,M,SUBURBAN,12683.6,NO,3,NO,YES,YES,YES,YES
ID13062,18,F,SUBURBAN,12117.3,YES,1,NO,NO,YES,NO,YES
ID13063,52,F,INNER_CITY,22792.3,YES,1,YES,YES,NO,NO,NO
ID13064,41,M,INNER_CITY,23475.6,YES,0,YES,NO,YES,YES,NO
ID13065,44,M,INNER_CITY,16088.8,YES,3,NO,YES,YES,NO,YES
ID13066,20,M,TOWN,17239.5,NO,1,YES,NO,YES,NO,NO
ID13067,27,F,INNER_CITY,11866.4,YES,0,YES,YES,YES,NO,YES
ID13068,60,M,SUBURBAN,37554.1,YES,2,YES,YES,YES,YES,NO
ID13069,33,F,SUBURBAN,27712.9,NO,2,NO,YES,YES,NO,NO
ID13070,31,M,RURAL,22848.5,YES,1,YES,NO,NO,NO,NO
ID13071,40,M,RURAL,31864.8,YES,0,YES,YES,YES,NO,YES
ID13072,32,M,TOWN,24027.6,NO,0,NO,YES,YES,NO,NO
ID13073,56,M,TOWN,29625.1,YES,2,NO,NO,YES,NO,YES
ID13074,24,F,INNER_CITY,7756.3,NO,0,NO,NO,NO,NO,NO
ID13075,53,F,INNER_CITY,37850.6,NO,1,NO,YES,YES,NO,NO
ID13076,41,F,SUBURBAN,21984,YES,1,YES,NO,NO,NO,NO
ID13077,19,M,SUBURBAN,17986.8,YES,0,NO,NO,YES,YES,NO
ID13078,32,F,INNER_CITY,22446.5,NO,1,NO,NO,YES,YES,NO
ID13079,40,M,INNER_CITY,29414.6,YES,1,NO,YES,NO,YES,NO
ID13080,49,M,INNER_CITY,41438,NO,1,NO,YES,NO,NO,NO
ID13081,27,M,INNER_CITY,20409.3,YES,2,NO,YES,NO,NO,NO
ID13082,48,F,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,NO
ID13083,56,F,TOWN,51299.3,YES,1,YES,YES,NO,NO,NO
ID13084,64,M,SUBURBAN,59175.1,YES,1,NO,YES,YES,NO,NO
ID13085,48,M,INNER_CITY,38598.4,YES,0,YES,NO,YES,NO,YES
