StockCode,InvoiceNo
"20914",537381
"20914",549619
"20914",576653
"20914",578994
"20914",567128
"20914",558461
"20914",580140
"20914",580757
"20914",562878
"20914",548529
"20914",545995
"20914",549115
"20914",563031
"20914",564551
"20914",575725
"20914",550659
"20914",580399
"20914",580399
"20914",541504
"20914",559125
"20914",576684
"20914",566576
"20914",579196
"20914",563935
"20914",543413
"20914",558922
"20914",563764
"20914",569037
"20914",568876
"20914",553002
"20914",566275
"20914",558879
"20914",559887
"20914",559144
"20914",566397
"20914",562519
"20914",561906
"20914",561901
"20914",580833
"20914",579062
"20914",564316
"20914",537209
"20914",542274
"20914",566295
"20914",566962
"20914",541509
"20914",572746
"20914",558761
"20914",539293
"20914",578696
"20914",538849
"20914",552365
"20914",550304
"20914",569653
"20914",552185
"20914",560601
"20914",553189
"20914",562560
"20914",574840
"20914",560239
"20914",547656
"20914",553140
"20914",579301
"20914",575728
"20914",551171
"20914",539283
"20914",564199
"20914",571654
"20914",545690
"20914",573269
"20914",578079
"20914",563360
"20914",575087
"20914",538009
"20914",546640
"20914",569491
"20914",575965
"20914",569842
"20914",581006
"20914",547567
"20914",538541
"20914",578258
"20914",566230
"20914",580188
"20914",559168
"20914",579439
"20914",552845
"20914",554598
"20914",571712
"20914",574840
"20914",545377
"20914",562347
"20914",548340
"20914",567183
"20914",536624
"20914",559813
"20914",550968
"20914",549569
"20914",581126
"20914",577258
"20914",571441
"20914",570488
"20914",549681
"20914",554999
"20914",577479
"20914",577742
"20914",538507
"20914",547809
"20914",541213
"20914",562775
"20914",541684
"20914",569207
"20914",558770
"20914",556956
"20914",578817
"20914",554098
"20914",552694
"20914",547066
"20914",575063
"20914",572913
"20914",564019
"20914",545460
"20914",579555
"20914",566195
"20914",581412
"20914",561073
"20914",580096
"20914",542724
"20914",570442
"20914",568662
"20914",561025
"20914",575199
"20914",555565
"20914",542891
"20914",569246
"20914",538053
"20914",579442
"20914",539722
"20914",547361
"20914",556058
"20914",565442
"20914",541220
"20914",565388
"20914",563369
"20914",578928
"20914",537819
"20914",574680
"20914",543191
"20914",560845
"20914",559671
"20914",580997
"20914",565920
"20914",577475
"20914",543474
"20914",553315
"20914",562340
"20914",567167
"20914",580669
"20914",573276
"20914",572447
"20914",546127
"20914",562670
"20914",580727
"20914",552779
"20914",545582
"20914",544940
"20914",568782
"20914",565207
"20914",561036
"20914",547705
"20914",576890
"20914",573264
"20914",560445
"20914",565857
"20914",538353
"20914",564729
"20914",549099
"20914",563723
"20914",565800
"20914",540149
"20914",562791
"20914",563098
"20914",575840
"20914",575840
"20914",553351
"20914",575837
"20971",553897
"20971",573576
"20971",554098
"20971",580727
"20971",559070
"20971",579184
"20971",547504
"20971",567656
"20971",541608
"20971",550532
"20971",568046
"20971",556484
"20971",545022
"20971",550989
"20971",563076
"20971",576603
"20971",544657
"20971",577095
"20971",562593
"20971",540531
"20971",547209
"20971",564356
"20971",546466
"20971",562966
"20971",557957
"20971",576605
"20971",543309
"20971",537209
"20971",543309
"20971",546429
"20971",577782
"20971",570818
"20971",580057
"20971",571658
"20971",576339
"20971",576374
"20971",559903
"20971",566290
"20971",554964
"20971",571475
"20971",575937
"20971",566219
"20971",579846
"20971",551258
"20971",579196
"20971",554009
"20971",575607
"20971",573130
"20971",537648
"20971",537674
"20971",541972
"20971",566566
"20971",546465
"20971",541596
"20971",580695
"20971",538163
"20971",561113
"20971",579986
"20971",570209
"20971",556064
"20971",552715
"20971",566035
"20971",568141
"20971",567311
"20971",574029
"20971",545996
"20971",580956
"20971",541864
"20971",570209
"20971",581432
"20971",572192
"20971",568141
"20971",550015
"20971",577438
"20971",569246
"20971",537765
"20971",579470
"20971",580129
"20971",580636
"20971",570886
"20971",569900
"20971",567126
"20971",573748
"20971",580632
"20971",569675
"20971",572307
"20971",541137
"20971",554997
"20971",536576
"20971",581122
"20971",558876
"20971",555937
"20971",561906
"20971",577736
"20971",540516
"20971",573876
"20971",569234
"20971",566967
"20971",572035
"20971",575756
"20971",545838
"20971",538171
"20971",539444
"20971",552139
"20971",542268
"20971",576236
"20971",580136
"20971",553211
"20971",545661
"20971",576378
"20971",537054
"20971",580289
"20971",545447
"20971",570115
"20971",563017
"20971",548185
"20971",574737
"20971",540014
"20971",558647
"20971",579093
"20971",558330
"20971",577741
"20971",555631
"20971",544808
"20971",540354
"20971",569635
"20971",571441
"20971",546543
"20971",570488
"20971",537888
"20971",568712
"20971",554080
"20971",551517
"20971",573185
"20971",562163
"20971",557217
"20971",544040
"20971",537629
"20971",576228
"20971",575837
"20971",545583
"20971",544087
"20971",537034
"20971",568228
"20971",542526
"20971",551398
"20971",545154
"20971",566085
"20971",562449
"20971",543389
"20971",569726
"20971",568346
"20972",545838
"20972",564733
"20972",541587
"20972",559070
"20972",549014
"20972",558432
"20972",562092
"20972",567656
"20972",559535
"20972",566219
"20972",544657
"20972",546466
"20972",546543
"20972",569141
"20972",576603
"20972",581438
"20972",538866
"20972",575607
"20972",575756
"20972",568046
"20972",565766
"20972",571441
"20972",552039
"20972",541596
"20972",562560
"20972",579093
"20972",571475
"20972",579196
"20972",558647
"20972",579470
"20972",568141
"20972",580399
"20972",541608
"20972",577438
"20972",562449
"20972",540187
"20972",561113
"20972",568141
"20972",542914
"20972",549101
"20972",576605
"20972",576381
"20972",566023
"20972",542526
"20972",544808
"20972",563036
"20972",569246
"20972",574737
"20972",558696
"20972",558876
"20972",550305
"20972",567821
"20972",545186
"20972",572552
"20972",560716
"20972",544676
"20972",580727
"20972",580129
"20972",577485
"20972",538354
"20972",580972
"20972",578852
"20972",537674
"20972",540943
"20972",568228
"20972",578270
"20972",569900
"20972",547004
"20972",537034
"20972",574299
"20972",548210
"20972",580541
"20972",563076
"20972",537054
"20972",580712
"20972",562966
"20972",566420
"20972",576665
"20972",560483
"20972",566334
"20972",543468
"20972",559133
"20972",538008
"20972",562984
"20972",569228
"20972",558877
"20972",536557
"20972",560224
"20972",579301
"20972",562593
"20972",577778
"20972",573876
"20972",550659
"20972",568346
"20972",567533
"20972",569110
"20972",559128
"20972",536561
"20972",543389
"20972",540014
"20972",572874
"20972",577820
"20972",578783
"20972",557217
"20972",545447
"20972",541138
"20972",580289
"20972",537209
"20972",536837
"20972",562456
"20972",575765
"20972",544087
"20972",552273
"20972",578118
"20972",544041
"20972",581122
"20972",551517
"20972",555937
"20972",558077
"20972",545661
"20972",576378
"20972",567179
"20972",539444
"20972",537405
"20972",542268
"20972",578264
"20972",558262
"20972",554658
"20972",576339
"20972",562163
"20972",540516
"20972",551258
"20972",566967
"20972",552894
"20972",575117
"20972",555946
"20972",581334
"20972",580735
"20972",545996
"20972",558232
"20972",575937
"20972",539094
"20972",573130
"20972",573576
"20972",566566
"20972",537209
"20972",556056
"20972",580695
"20972",556056
"20972",556484
"20972",546520
"20972",568170
"20972",554080
"20972",570488
"20972",576516
"20972",544445
"20972",579098
"21034",538866
"21034",562378
"21034",579300
"21034",568170
"21034",560863
"21034",545460
"21034",547103
"21034",578947
"21034",558740
"21034",578324
"21034",572309
"21034",568517
"21034",556671
"21034",539461
"21034",580887
"21034",542006
"21034",548952
"21034",566190
"21034",537435
"21034",562809
"21034",536412
"21034",538205
"21034",545699
"21034",565751
"21034",577774
"21034",578707
"21034",566605
"21034",575476
"21034",555516
"21034",570214
"21034",572669
"21034",575087
"21034",578153
"21034",539484
"21034",572049
"21034",554976
"21034",581456
"21034",551152
"21034",577742
"21034",554270
"21034",564556
"21034",578707
"21034",578947
"21034",575731
"21034",581173
"21034",566959
"21034",536821
"21034",537429
"21034",570491
"21034",538207
"21034",570650
"21034",538171
"21034",552852
"21034",581425
"21034",561105
"21034",571779
"21034",537037
"21034",558863
"21034",541844
"21034",578461
"21034",569100
"21034",543165
"21034",567804
"21034",564534
"21034",580460
"21034",580514
"21034",577525
"21034",566019
"21034",540005
"21034",572307
"21034",572073
"21034",564943
"21034",539414
"21034",572307
"21034",566275
"21034",575694
"21034",548696
"21034",558159
"21034",577331
"21034",558700
"21034",553935
"21034",560862
"21034",571546
"21034",567818
"21034",556721
"21034",575637
"21034",540242
"21034",580644
"21034",546366
"21034",557514
"21034",538565
"21034",574721
"21034",547114
"21034",547669
"21034",541511
"21034",541291
"21034",576181
"21034",579605
"21034",571475
"21034",581407
"21034",563533
"21034",569518
"21034",578678
"21034",550819
"21034",553556
"21034",563253
"21034",580032
"21034",574720
"21034",558761
"21034",580695
"21034",578846
"21034",565432
"21034",544087
"21034",580611
"21034",581412
"21034",548450
"21034",578370
"21034",542590
"21034",578531
"21034",578155
"21034",576677
"21034",570442
"21034",566932
"21034",537624
"21034",540531
"21034",545337
"21034",540498
"21034",571656
"21034",537136
"21034",564726
"21034",556768
"21034",541849
"21034",559168
"21034",577782
"21034",564647
"21034",560937
"21034",580697
"21034",544109
"21034",540005
"21034",573579
"21034",567816
"21034",550157
"21034",538365
"21034",577331
"21034",560387
"21034",580697
"21034",538169
"21034",549937
"21034",547794
"21034",566281
"21034",552286
"21034",538592
"21034",548952
"21034",562593
"21034",557635
"21034",562162
"21034",580304
"21034",544336
"21034",576200
"21034",558763
"21034",571667
"21034",572744
"21034",566420
"21034",553008
"21034",537366
"21034",538202
"21034",558099
"21034",555857
"21034",538288
"21034",576228
"21034",553140
"21034",571081
"21034",561894
"21034",560714
"21034",563952
"21034",544393
"21034",578400
"21034",538417
"21034",552058
"21034",578707
"21034",580611
"21034",553202
"21034",539463
"21034",575943
"21034",580119
"21034",542996
"21034",560712
"21034",580637
"21034",578147
"21034",538667
"21034",578707
"21034",559120
"21034",578707
"21034",569906
"21034",538669
"21034",541251
"21034",579555
"21034",558770
"21034",550189
"21034",571475
"21034",579470
"21034",552247
"21034",574840
"21034",572541
"21034",538209
"21080",553229
"21080",540998
"21080",540566
"21080",579689
"21080",571809
"21080",548701
"21080",562378
"21080",573903
"21080",564172
"21080",542227
"21080",550798
"21080",552658
"21080",565766
"21080",550199
"21080",556477
"21080",559863
"21080",557263
"21080",551528
"21080",541847
"21080",575728
"21080",552302
"21080",570214
"21080",575939
"21080",546427
"21080",570214
"21080",578211
"21080",557619
"21080",556240
"21080",576861
"21080",542626
"21080",567970
"21080",581146
"21080",540526
"21080",558640
"21080",548984
"21080",547066
"21080",566193
"21080",540359
"21080",550768
"21080",541206
"21080",547063
"21080",547669
"21080",553663
"21080",536634
"21080",547722
"21080",573173
"21080",548533
"21080",557850
"21080",575087
"21080",537227
"21080",549681
"21080",569140
"21080",567610
"21080",544037
"21080",548448
"21080",545550
"21080",576339
"21080",552853
"21080",537365
"21080",540372
"21080",561036
"21080",536977
"21080",544495
"21080",543009
"21080",569238
"21080",558556
"21080",552883
"21080",546218
"21080",576051
"21080",553423
"21080",543191
"21080",580744
"21080",566397
"21080",560504
"21080",543054
"21080",552769
"21080",569653
"21080",568227
"21080",538077
"21080",549835
"21080",553915
"21080",573892
"21080",541216
"21080",540455
"21080",551398
"21080",547789
"21080",540994
"21080",577850
"21080",559668
"21080",540538
"21080",569562
"21080",565782
"21080",536821
"21080",556876
"21080",565432
"21080",551656
"21080",561897
"21080",558532
"21080",561195
"21080",542785
"21080",550035
"21080",562260
"21080",576190
"21080",557514
"21080",543464
"21080",544315
"21080",537868
"21080",546528
"21080",563246
"21080",536532
"21080",543828
"21080",577344
"21080",572452
"21080",546765
"21080",546465
"21080",580500
"21080",557407
"21080",544191
"21080",552185
"21080",546739
"21080",549940
"21080",565854
"21080",579283
"21080",565321
"21080",556845
"21080",553140
"21080",548698
"21080",569246
"21080",567639
"21080",580482
"21080",547689
"21080",564223
"21080",573151
"21080",549693
"21080",571214
"21080",536390
"21080",544355
"21080",578547
"21080",559401
"21080",553002
"21080",562109
"21080",575574
"21080",544115
"21080",551774
"21080",551544
"21080",559441
"21080",544293
"21080",562348
"21080",556778
"21080",564670
"21080",547209
"21080",557627
"21080",578075
"21080",563167
"21080",580705
"21080",559550
"21080",580653
"21080",575982
"21080",574923
"21080",577613
"21080",577687
"21080",552442
"21080",578147
"21080",550264
"21080",554628
"21080",579399
"21080",553006
"21080",576249
"21080",545996
"21080",566334
"21080",566873
"21080",541291
"21080",547504
"21080",541429
"21080",544177
"21080",541552
"21080",578270
"21080",541485
"21080",576855
"21080",536732
"21080",544466
"21080",571828
"21080",538799
"21080",574328
"21080",562670
"21080",559359
"21080",546486
"21080",554349
"21080",572541
"21080",565803
"21080",543191
"21080",554074
"21080",536769
"21080",561906
"21080",571441
"21080",541120
"21080",548617
"21080",565118
"21080",557410
"21080",567472
"21080",568060
"21080",565318
"21080",545515
"21080",551870
"21080",556685
"21080",554098
"21080",544480
"21080",565442
"21080",541848
"21080",548745
"21080",563917
"21080",579196
"21080",578125
"21080",580399
"21080",570342
"21080",577475
"21080",564912
"21080",542370
"21080",552560
"21080",580500
"21080",549720
"21080",572035
"21080",560035
"21080",564471
"21080",537683
"21080",580903
"21080",578699
"21080",581412
"21080",548612
"21080",562276
"21080",547921
"21080",572552
"21080",569132
"21080",567656
"21080",554118
"21080",548178
"21080",548510
"21080",552013
"21080",546636
"21080",567145
"21080",541972
"21080",556202
"21080",575607
"21080",572447
"21080",573371
"21080",559513
"21080",549730
"21080",575046
"21080",567183
"21080",558067
"21080",570488
"21080",544672
"21080",567128
"21080",536947
"21080",573347
"21080",537674
"21080",559133
"21080",556732
"21080",542789
"21080",567472
"21080",550968
"21080",566290
"21080",554040
"21080",554994
"21080",549953
"21080",573576
"21080",578814
"21080",541293
"21080",580151
"21080",545023
"21080",546373
"21080",557892
"21080",572305
"21080",547032
"21080",537457
"21080",564565
"21080",573501
"21080",541518
"21080",541788
"21080",565857
"21080",544460
"21080",572087
"21080",552039
"21080",541239
"21080",545545
"21121",577748
"21121",565967
"21121",541570
"21121",555570
"21121",554283
"21121",558262
"21121",557217
"21121",543731
"21121",557956
"21121",561894
"21121",577613
"21121",540994
"21121",542789
"21121",554112
"21121",565836
"21121",568060
"21121",542265
"21121",546739
"21121",548984
"21121",563532
"21121",545995
"21121",550779
"21121",578125
"21121",544808
"21121",553189
"21121",546778
"21121",563917
"21121",581579
"21121",581456
"21121",573347
"21121",543191
"21121",547656
"21121",553863
"21121",574328
"21121",545462
"21121",547209
"21121",551739
"21121",541485
"21121",536947
"21121",537126
"21121",562587
"21121",553832
"21121",555647
"21121",572452
"21121",580399
"21121",555896
"21121",547066
"21121",549881
"21121",559907
"21121",544495
"21121",539181
"21121",565782
"21121",579872
"21121",574994
"21121",538205
"21121",565092
"21121",544940
"21121",580272
"21121",544315
"21121",578153
"21121",578153
"21121",559133
"21121",542520
"21121",557275
"21121",578289
"21121",542891
"21121",576857
"21121",554160
"21121",538008
"21121",547508
"21121",554964
"21121",572087
"21121",555937
"21121",562460
"21121",548737
"21121",559819
"21121",564328
"21121",553860
"21121",577095
"21121",571846
"21121",554134
"21121",540455
"21121",560711
"21121",565854
"21121",561029
"21121",557636
"21121",572213
"21121",563216
"21121",575919
"21121",565321
"21121",574093
"21121",544818
"21121",571292
"21121",580399
"21121",538354
"21121",564657
"21121",540703
"21121",545991
"21121",545288
"21121",575753
"21121",541216
"21121",547789
"21121",551558
"21121",540680
"21121",542890
"21121",560120
"21121",574547
"21121",574547
"21121",574034
"21121",544460
"21121",543124
"21121",540475
"21121",567183
"21121",575070
"21121",557129
"21121",572865
"21121",555844
"21121",542422
"21121",557410
"21121",576855
"21121",574923
"21121",549572
"21121",553833
"21121",549281
"21121",565803
"21121",572233
"21137",555478
"21137",576631
"21137",556528
"21137",543199
"21137",568319
"21137",560203
"21137",569536
"21137",539459
"21137",561485
"21137",540354
"21137",581122
"21137",550658
"21137",555521
"21137",550712
"21137",549238
"21137",572050
"21137",546218
"21137",576181
"21137",568954
"21137",553315
"21137",559141
"21137",538866
"21137",538163
"21137",566738
"21137",572066
"21137",559122
"21137",567917
"21137",548708
"21137",580543
"21137",575206
"21137",559028
"21137",581567
"21137",557625
"21137",580956
"21137",544565
"21137",559911
"21137",565230
"21137",561677
"21137",563771
"21137",579144
"21137",575213
"21137",541279
"21137",581571
"21137",563356
"21137",574044
"21137",546922
"21137",538522
"21137",549991
"21137",578270
"21137",577132
"21137",566232
"21137",551558
"21137",552699
"21137",548529
"21137",542891
"21137",557476
"21137",550359
"21137",569234
"21137",538827
"21137",575919
"21137",576847
"21137",563183
"21137",576339
"21137",578297
"21137",565418
"21137",569409
"21137",561236
"21137",542713
"21137",551563
"21137",565311
"21137",551662
"21137",574514
"21137",543047
"21137",557477
"21137",580985
"21137",558573
"21137",557129
"21137",562912
"21137",577137
"21137",573420
"21137",581059
"21137",539257
"21137",580727
"21137",546189
"21137",559895
"21137",568049
"21137",577748
"21137",557602
"21137",568576
"21137",569330
"21137",556245
"21137",540826
"21137",581375
"21137",579196
"21137",579188
"21137",578793
"21137",580284
"21137",573370
"21137",547036
"21137",557631
"21137",547486
"21137",537256
"21137",540021
"21137",573130
"21137",551854
"21137",579495
"21137",568379
"21137",570028
"21137",575149
"21137",566759
"21137",551696
"21137",557089
"21137",543029
"21137",575683
"21137",551351
"21137",563638
"21137",578852
"21137",544604
"21137",574882
"21137",563719
"21137",536477
"21137",558719
"21137",573184
"21137",574295
"21137",556229
"21137",574313
"21137",580888
"21137",580303
"21137",551558
"21137",576301
"21137",536595
"21137",553390
"21137",543033
"21137",575637
"21137",574547
"21137",550784
"21137",558127
"21137",572885
"21137",581334
"21137",556441
"21137",570680
"21137",552336
"21137",575659
"21137",561023
"21137",561295
"21155",544657
"21155",576834
"21155",561039
"21155",560504
"21155",544056
"21155",558235
"21155",561529
"21155",573277
"21155",559015
"21155",552852
"21155",544450
"21155",553156
"21155",553390
"21155",542274
"21155",538507
"21155",565318
"21155",551739
"21155",549690
"21155",553351
"21155",554465
"21155",558232
"21155",554942
"21155",555420
"21155",548351
"21155",548449
"21155",571712
"21155",567145
"21155",580295
"21155",541485
"21155",557070
"21155",553540
"21155",566967
"21155",539320
"21155",578678
"21155",565141
"21155",551833
"21155",547987
"21155",540372
"21155",545186
"21155",556111
"21155",545462
"21155",571441
"21155",545582
"21155",552694
"21155",540462
"21155",558696
"21155",568883
"21155",566520
"21155",563733
"21155",566290
"21155",553390
"21155",549522
"21155",540033
"21155",578685
"21155",556731
"21155",553663
"21155",557067
"21155",559918
"21155",557850
"21155",552185
"21155",552821
"21155",562276
"21155",557976
"21155",554712
"21155",540680
"21155",537755
"21155",565388
"21155",561906
"21155",546305
"21155",541285
"21155",580500
"21155",579196
"21155",552779
"21155",555562
"21155",572304
"21155",538009
"21155",581433
"21155",564141
"21155",565800
"21155",567718
"21155",547019
"21155",568346
"21155",579470
"21155",550302
"21155",576906
"21155",551658
"21155",562839
"21155",575574
"21155",540149
"21155",547000
"21155",544177
"21155",552061
"21155",554157
"21155",557615
"21155",572847
"21155",554157
"21155",544968
"21155",579458
"21155",543539
"21155",558812
"21155",557210
"21155",575219
"21155",562604
"21155",553739
"21155",580500
"21155",545545
"21155",554160
"21155",545868
"21155",567165
"21155",549953
"21155",579283
"21155",562161
"21155",572294
"21155",559807
"21155",549543
"21155",544450
"21155",563558
"21155",576339
"21155",580727
"21155",541849
"21155",559535
"21155",546466
"21155",548210
"21155",536947
"21155",562381
"21155",558877
"21155",579749
"21155",577475
"21155",558460
"21155",547247
"21155",547649
"21155",552108
"21155",573027
"21155",576665
"21155",564742
"21155",575070
"21155",554098
"21155",544445
"21155",575753
"21155",546910
"21155",564304
"21155",568995
"21155",558922
"21155",548617
"21155",546255
"21155",574034
"21155",578289
"21155",570680
"21155",560854
"21155",557129
"21155",544920
"21155",568048
"21155",548185
"21155",556184
"21155",543309
"21155",568712
"21155",541711
"21155",570016
"21155",563935
"21155",565643
"21155",580136
"21155",539181
"21155",562219
"21155",552039
"21155",571498
"21155",553749
"21155",581164
"21155",570420
"21165",561917
"21165",569010
"21165",580399
"21165",539466
"21165",545999
"21165",553151
"21165",539642
"21165",552829
"21165",544476
"21165",545587
"21165",545377
"21165",558196
"21165",548450
"21165",579094
"21165",559674
"21165",544295
"21165",570442
"21165",559691
"21165",548497
"21165",564735
"21165",544191
"21165",555815
"21165",554994
"21165",576653
"21165",560035
"21165",564256
"21165",579495
"21165",552571
"21165",577053
"21165",580289
"21165",557064
"21165",563246
"21165",551657
"21165",561113
"21165",558461
"21165",570514
"21165",555521
"21165",561192
"21165",577038
"21165",553935
"21165",559672
"21165",541530
"21165",550621
"21165",545991
"21165",562347
"21165",541417
"21165",541872
"21165",559895
"21165",551717
"21165",565665
"21165",553702
"21165",565665
"21165",572669
"21165",557484
"21165",565475
"21165",544168
"21165",554598
"21165",571180
"21165",562156
"21165",563733
"21165",554080
"21165",573184
"21165",576906
"21165",574034
"21165",559168
"21165",542587
"21165",547656
"21165",556440
"21165",547730
"21165",550196
"21165",538353
"21165",573245
"21165",538473
"21165",543367
"21165",557745
"21165",580260
"21165",566605
"21165",564199
"21165",553915
"21165",538163
"21165",554999
"21165",538917
"21165",563500
"21165",551171
"21165",539293
"21165",553572
"21165",564172
"21165",537692
"21165",564534
"21165",573548
"21165",573420
"21165",567818
"21165",548529
"21165",541279
"21165",536975
"21165",548188
"21165",565859
"21165",560577
"21165",578266
"21165",548293
"21165",580543
"21165",569691
"21165",563924
"21165",544040
"21165",569470
"21165",556905
"21165",555260
"21165",538634
"21165",551351
"21165",538634
"21165",539004
"21165",566245
"21165",563444
"21165",541856
"21165",542789
"21165",537041
"21165",555653
"21165",572073
"21165",546951
"21165",546951
"21165",543653
"21165",570096
"21165",547896
"21165",541564
"21165",547651
"21165",579692
"21165",571183
"21165",575637
"21165",552958
"21165",554261
"21165",573035
"21165",570115
"21165",569037
"21165",540179
"21165",556845
"21165",565682
"21165",545462
"21165",560696
"21165",562939
"21165",540464
"21165",554682
"21165",566281
"21165",571846
"21165",537387
"21165",552051
"21165",560445
"21165",539754
"21166",574741
"21166",557064
"21166",580399
"21166",580063
"21166",548450
"21166",574700
"21166",540268
"21166",538800
"21166",544191
"21166",579558
"21166",569010
"21166",545991
"21166",581164
"21166",568323
"21166",566619
"21166",536532
"21166",547656
"21166",557484
"21166",579980
"21166",569523
"21166",542360
"21166",550915
"21166",566042
"21166",540691
"21166",553351
"21166",581425
"21166",579011
"21166",540098
"21166",567458
"21166",543626
"21166",550633
"21166",576090
"21166",570703
"21166",540504
"21166",574720
"21166",544968
"21166",545035
"21166",574293
"21166",557628
"21166",544074
"21166",579147
"21166",541509
"21166",581169
"21166",569037
"21166",567099
"21166",542228
"21166",573035
"21166",546751
"21166",573184
"21166",574064
"21166",556484
"21166",541872
"21166",571745
"21166",559204
"21166",567980
"21166",555650
"21166",540543
"21166",550662
"21166",579283
"21166",565665
"21166",579439
"21166",579555
"21166",548718
"21166",543653
"21166",536381
"21166",553348
"21166",571502
"21166",548529
"21166",578947
"21166",541302
"21166",547895
"21166",556905
"21166",550196
"21166",539004
"21166",553347
"21166",573347
"21166",574285
"21166",545060
"21166",571183
"21166",544657
"21166",579408
"21166",548563
"21166",547201
"21166",538353
"21166",548860
"21166",551717
"21166",539112
"21166",545690
"21166",581404
"21166",547730
"21166",546542
"21166",548497
"21166",539455
"21166",571475
"21166",570445
"21166",542890
"21166",567183
"21166",546882
"21166",550621
"21166",569523
"21166",557764
"21166",540698
"21166",579252
"21166",568310
"21166",554999
"21166",569470
"21166",545338
"21166",555653
"21166",541854
"21166",581191
"21166",569555
"21166",556882
"21166",572669
"21166",566912
"21166",537692
"21166",574092
"21166",570096
"21166",573420
"21166",553607
"21166",571737
"21166",565800
"21166",558700
"21166",560080
"21166",553423
"21166",580673
"21166",542777
"21166",545062
"21166",546212
"21166",548533
"21166",553935
"21166",553691
"21166",553935
"21166",545587
"21166",541279
"21166",580386
"21166",579301
"21166",546992
"21166",580140
"21166",572913
"21166",571284
"21166",568995
"21166",558613
"21166",539293
"21166",566846
"21166",580997
"21166",567799
"21166",538207
"21166",538917
"21166",568727
"21166",580665
"21166",538507
"21166",580289
"21166",553933
"21166",549542
"21166",567818
"21166",579170
"21166",575169
"21166",551527
"21166",553002
"21166",542789
"21166",580289
"21166",567384
"21166",569257
"21166",567610
"21166",569255
"21166",538255
"21166",580644
"21166",549099
"21166",556927
"21166",570657
"21166",571942
"21166",557476
"21166",552038
"21166",544777
"21166",545688
"21166",579189
"21166",538473
"21166",580289
"21166",566213
"21166",555815
"21166",556252
"21166",570650
"21166",572545
"21166",556279
"21166",541844
"21166",570353
"21166",565857
"21166",572073
"21166",540033
"21166",547063
"21166",581139
"21166",569715
"21166",553702
"21166",565413
"21166",581003
"21166",551171
"21166",538209
"21166",537895
"21166",553219
"21166",540345
"21166",539642
"21166",580114
"21166",566073
"21166",570115
"21166",543309
"21166",552051
"21166",553151
"21166",565682
"21166",579470
"21166",565682
"21166",580505
"21166",547669
"21166",548188
"21166",554943
"21166",574048
"21166",541564
"21166",565475
"21166",545999
"21166",573548
"21166",565853
"21166",537365
"21166",566043
"21166",541485
"21166",544476
"21166",537868
"21172",556876
"21172",576301
"21172",568668
"21172",548792
"21172",556478
"21172",563733
"21172",579408
"21172",547651
"21172",556229
"21172",551351
"21172",561036
"21172",579069
"21172",551717
"21172",570488
"21172",555540
"21172",553220
"21172",579196
"21172",559011
"21172",553002
"21172",548742
"21172",563924
"21172",581378
"21172",574882
"21172",574882
"21172",562205
"21172",574741
"21172",556740
"21172",546542
"21172",573347
"21172",563500
"21172",577757
"21172",579131
"21172",546983
"21172",563619
"21172",565766
"21172",566087
"21172",578678
"21172",566281
"21172",562593
"21172",545587
"21172",580611
"21172",579170
"21172",563155
"21172",552571
"21172",568325
"21172",578836
"21172",545999
"21172",562891
"21172",551662
"21172",576339
"21172",552333
"21172",546218
"21172",580653
"21172",580505
"21172",561036
"21172",561113
"21172",580096
"21172",580289
"21172",551058
"21172",562099
"21172",551809
"21172",563698
"21172",570818
"21172",553901
"21172",561917
"21172",568517
"21172",572921
"21172",564436
"21172",565766
"21172",550784
"21172",558232
"21172",550202
"21172",576665
"21172",568712
"21172",575206
"21172",558902
"21172",563532
"21172",581173
"21172",574034
"21172",551527
"21172",562984
"21172",567853
"21172",549833
"21172",537195
"21172",558876
"21172",548188
"21172",567798
"21172",565995
"21172",547909
"21172",578270
"21172",569803
"21172",561704
"21172",561704
"21172",554628
"21172",559674
"21172",575637
"21172",547114
"21172",546951
"21172",557410
"21172",565846
"21172",562932
"21172",552949
"21172",553833
"21172",562158
"21172",548708
"21172",567656
"21172",571779
"21172",550890
"21172",550633
"21172",580644
"21172",572195
"21172",557598
"21172",564729
"21172",553702
"21172",556905
"21172",556732
"21172",553189
"21172",575574
"21172",547053
"21172",560036
"21172",558461
"21172",568346
"21172",557604
"21172",548870
"21172",563924
"21172",570791
"21172",552442
"21172",545462
"21172",573245
"21172",547063
"21172",563924
"21172",555260
"21172",554598
"21172",558700
"21172",572753
"21172",559783
"21172",538077
"21172",579516
"21172",554367
"21172",554682
"21174",560716
"21174",556184
"21174",567818
"21174",580653
"21174",551662
"21174",566759
"21174",579552
"21174",580680
"21174",538207
"21174",554118
"21174",569555
"21174",555536
"21174",549903
"21174",547401
"21174",570491
"21174",556882
"21174",568310
"21174",543120
"21174",580660
"21174",556727
"21174",564379
"21174",554979
"21174",558104
"21174",563771
"21174",563733
"21174",579832
"21174",562841
"21174",553915
"21174",551527
"21174",538917
"21174",553553
"21174",556434
"21174",573548
"21174",553572
"21174",565413
"21174",544037
"21174",550633
"21174",580543
"21174",539293
"21174",552894
"21174",554999
"21174",552466
"21174",543354
"21174",561917
"21174",544040
"21174",551351
"21174",556905
"21174",581191
"21174",545338
"21174",566193
"21174",544308
"21174",572545
"21174",581334
"21174",580063
"21174",552958
"21174",563328
"21174",574293
"21174",581237
"21174",571292
"21174",579252
"21174",555560
"21174",540691
