,business_id,relation
381,52QtjHlHoa7V611bOvv1aw,"['drinks', 'strong']"
382,24V8QQWO6VaVggHdxjQQ_A,"['lunch', 'first']"
383,BFZHdg2TRrgw56CyqkSryA,"['food', 'good']"
384,-9pVS__IliMA2aNEYzrQrg,"['service', 'bad']"
385,FUI-hWH_bpis7AKZTWenUQ,"['dish', 'new']"
386,jqZKv-7F54guDLalXEjHxg,"['meal', 'formidable']"
387,LxNehlnStQY_rxEwiPof_g,"['food', 'great']"
388,lVkDZZ8sTafPlq7f1i5row,"['food', 'vegetarian/vegan']"
389,niPFXq4r2mc0zFlOpWV3Eg,"['food', 'Greek']"
390,q-qjZDKcBdDRuIUxj7b97g,"['meal', 'similar']"
391,QxEUzbLfCTXF6gHWJegWgw,"['food', 'tasteless']"
392,Sodko0hlMg7F5doNJGKcWQ,"['service', 'bad']"
393,LRuIY8JFqadCSYLo242MGg,"['price', 'fair']"
394,GjvIDOEhdQB1oPrFeSpxBw,"['drinks', 'mixed']"
395,peA3F-PnIfijYr8HuG-A-Q,"['drinks', 'Red']"
396,tb24fvNJfHhyKEXkKn12Xw,"['quality', 'home-made']"
397,u-nMW__EKMYH_PVqacYc3Q,"['drinks', 'creative']"
398,mQ6_slsCd8-c8WFNtESnqw,"['food', 'Mexican']"
399,2E5iuTckRcbtJm2pC1tIlQ,"['lunch', 'quick']"
400,yOYFhiTjT-SM4spKtDk92w,"['meal', 'delightful']"
401,Rx9WPIaYCBquFBC563RjYg,"['service', 'Overall']"
402,mjoxSQR7bFQtlIIjfNfaSQ,"['food', 'fresh']"
403,CSoURupWEyuyzkjMOExKPg,"['food', 'good']"
404,I20sRbcEK8Ib1YFQFMoERg,"['food', 'mexican']"
405,qyqOfpsAC5ooVROm7fB0jQ,"['order', 'free']"
406,E2F25cRcYf_bWtvbCht0EQ,"['order', 'next']"
407,Pg8OPh1D2ws0xO-I-8ppoA,"['food', 'fantastic']"
408,XJc9Ueb3avGpYaj5Ll92hg,"['service', 'Great']"
409,eGevCRobYnA_HSj60sEWvQ,"['dish', 'Greek']"
410,oXKPSI-RUqOvmuSCh_DEQQ,"['dinner', 'nice']"
411,Zy2vca7i9QFGRKa4m0C__A,"['service', 'friendly']"
412,TqHTtjPANCBKGsjGBjDoQQ,"['food', 'fast']"
413,4waggbCK-MSE9dbIdSMfPA,"['food', 'amazing']"
414,FY_OXEVcewAQFZuu6fynLA,"['dinner', 'full']"
415,T4ox3wUzFjWvyrjaTRoBbA,"['lunch', 'cheap']"
416,5VMajxduxfLPSyQkVFKESg,"['dinner', 'free']"
417,DcrM4hwDcU2G6vuh2cnaYQ,"['dinner', '$']"
418,9dn3AMdwvD2KXnTr6AJY1g,"['dish', 'favorite']"
419,0yfN4bdKZfkFSXseB2kOBg,"['quality', 'good']"
420,NIuaxYvM_-dzmgGXwPJ1Gw,"['service', 'good']"
421,9x0rvR9SSX5mO1vUqx_hnQ,"['food', 'Good']"
422,trG1k-K6Nq4YKcexa1AGOA,"['lunch', 'quick']"
423,MFlkmsxlDloSiEd8SLjnAQ,"['lunch', 'late']"
424,OmxAvtMyIvCVm16NFIOOUA,"['food', 'fast']"
425,tS12t_uuiCGAryiNaRmF9w,"['food', 'heinous']"
426,Me6hKl5pjH2KCuxLZm6pzQ,"['food', 'fast']"
427,9YUe5J_cPCBo_mL7-z9HCQ,"['drinks', 'most']"
428,7pxa5tueoEcmt6hztqsz2A,"['food', 'great']"
429,o9nCXNC14VScabiy2bftgw,"['drinks', 'cheap']"
430,UxvOXcoCRFRAVhRB0D9imw,"['lunch', 'cheapest']"
431,3u7-xGwUKyGHkSexwBd9Wg,"['food', 'outstanding']"
432,muCl5p-9ut1sY0aKeUeRhw,"['drinks', 'happy']"
433,y3V2jqKmvWjyo9Mc-Ipn4g,"['food', 'previous']"
434,IFKTsVSSguMjLBA9mo0x0Q,"['food', 'perfect']"
435,7Vqrh77SOYwZ3_AOK-TTiQ,"['drinks', 'strong']"
436,Eeonj15SXvfR6kgvh8BOWw,"['service', 'friendly']"
437,6v0vQm3wXzaFoEywvpbnqg,"['meal', 'bad']"
438,rvHy0q0Gnqxy3G87BNluaQ,"['food', 'Italian']"
439,2bdKR3l4o-S1CscLqqnvVw,"['dish', 'favorite']"
440,gI4jThFNwy73SzaNvi-1dw,"['drinks', 'fruity']"
441,6ie9xvy2WW1pn7RuBvGNhg,"['dish', 'spicy']"
442,EKzMHI1tip8rC1-ZAy64yg,"['dinner', 'nice']"
443,EfmR4e1tmjC5_ZQOgfnYrg,"['dinner', 'romantic']"
444,9AbyBqGWHYZC73GlyAuTrQ,"['service', 'Great']"
445,ytpmoIty7loFB8kRYRtJHw,"['food', 'good']"
446,b4hI0x_vgagZyF_D-OqCLA,"['order', 'full']"
447,Y2Lfzulh_D9nNcuH49UT4w,"['meal', 'great']"
448,wEsor9I2DcyYoR3brlqIMw,"['food', 'Chinese']"
449,Ax11wyp-FudujeU9nejQbw,"['service', 'counter']"
450,VGhMTZyqmGmM4Lrn9i6yuQ,"['dinner', 'organic']"
451,ImVx220_Pcp2iB5uworODw,"['dish', 'own']"
452,fmuj7u1gflmEjW-h0v9bwg,"['food', 'better']"
453,WNy1uzcmm_UHmTyR--o5IA,"['lunch', 'Great']"
454,RIeWXLMHZQlYprYt1x2f1w,"['food', 'poor']"
455,8m08a9xJKmANwmeuR-0bPA,"['drinks', 'go-to']"
456,-h-q6zTIdPlkz9BDP11sBg,"['dinner', 'mid']"
457,i0d1RvC0RcjT53S-2GZsgw,"['taste', 'particular']"
458,6cy2C9aBXUwkrh4bY1DApw,"['food', 'Mexican']"
459,VsO_rhXi5lgbaGxNwoEZsQ,"['dish', 'single']"
460,roTWGaU-RcJ06l8cjFw7xQ,"['food', 'international']"
461,vfLog2bLJGl6hAFtGtr0GQ,"['meal', 'decent']"
462,GNZuoHxehd_3Kej7eXj8iQ,"['food', 'chinese']"
463,giyl3pyGo6sbvsnn94f4Hg,"['dish', 'noodle']"
464,OPKUjv6D5G46Lh2BHP20fA,"['food', 'Mexican']"
465,LMG0zsAkUSscIvmV9vvm3A,"['lunch', 'nice']"
466,W7xb2iS4cYL14Yi5LOGSkA,"['lunch', 'casual']"
467,WSHQ9qpL39g5xA3E5iBCmw,"['dinner', 'great']"
468,KBG28p3lGX17hOPoHhq5PQ,"['meal', 'creative']"
469,winRNt7prallDbpaDMS9Ig,"['meal', 'great']"
470,suivIX2e8mQKGvbMvbcm2Q,"['food', 'mexican']"
471,3NqERLqdtQSe0w9540rZrQ,"['quality', 'melt-in-your-mouth']"
472,pwpl-rxwNRQdgqFz_-qMPg,"['dinner', 'mid']"
473,KLaxBc83JnxyGf7GP7enYA,"['food', 'delicious']"
474,Xbxve72Hp5cWWj96ThGNtg,"['meal', 'entire']"
475,r3FHkf6lbmMUh3oPSrlIvw,"['food', 'Average']"
476,rVUEZpHQfWI_3kt0lBwaxQ,"['food', 'great']"
477,BESmH-lmMm34_EefL8X9fQ,"['food', 'Mexican']"
478,l-Xv5Kmg2gilJI3-DGVCqw,"['meal', 'healthy']"
479,1LSxfyNIUFbQb-Ej0FDGTw,"['dinner', 'GREAT']"
480,HDvCnqIf5twbMb5-eG1EJw,"['dinner', 'cute']"
481,jfDBaBgwINrGYAo8p2MJ4g,"['dish', 'noodle']"
482,4sW8Z6NLXLRkruSKSKUEUw,"['breakfast', 'perfect']"
483,UCid2Tas6K4SB9sHO9gQ8w,"['service', 'great']"
484,1oFvqm7eSpJbVpxpPxueaA,"['food', 'Dead']"
485,dcd3C1gWv-vVdQ9XYV8Ubw,"['dinner', 'nice']"
486,_AvHni-xdRHmZ3XfYHwGkg,"['dinner', 'unforgetable']"
487,3EEVGDngt4DEhoOQZIUNUw,"['lunch', 'good']"
488,GPAg6fpHEiYNDbd_QWTc8g,"['food', 'average']"
489,v68yAIw0gpn15xwtcR_rKg,"['service', 'great']"
490,1xu5wFd0TeBg6xNBiRtknw,"['service', 'friendly']"
491,GV1P1x9eRb4iZHCxj5_IjA,"['service', 'Great']"
492,_tkAI5Q5XQSfgbqJzDKSDQ,"['dinner', 'casual']"
493,gWQlTK3o29rZGlw2YLUnhA,"['order', 'double']"
494,vWnlScr9y2F6_ctDJZ6XLg,"['drinks', 'hot']"
495,Pfb6VOIiroqDWOebfgWGPQ,"['drinks', '$']"
496,3Q7vtF_cdHGyp2JOlKcu-Q,"['service', 'Great']"
497,Vn8qcaX64fkl8vByCsSvIg,"['food', 'Asian']"
498,s1IkTuTdWmPunObMizXxSg,"['price', 'great']"
499,NleiJA9dpfKjhxe0cCD1MA,"['service', 'good']"
500,dGcVT0WGenhh8Np76ta6AA,"['quality', 'good']"
501,w19cemjVR8u02PgjFpJ7Mw,"['dinner', 'casual']"
502,nvaAUTTl7oqiJDhuimNG6A,"['food', 'great']"
503,ytcm2DXuJWKPTqCtr6uJ4A,"['price', 'cheap']"
504,Xq1FtLSV54Spf-HfONc1aA,"['meal', 'huge']"
505,vwh496Ag4oRFgR6Dw3Hilg,"['meal', 'course']"
506,EuNV8_SReV_3KeET2Ums6A,"['lunch', 'quick']"
507,-sC66z4SO3tR7nFCjfQwuQ,"['breakfast', 'first']"
508,3YrW77yHkp3JIyTGYCS_Nw,"['dish', 'same']"
509,eXxULzJRIutN6wF1mQH2Tw,"['lunch', 'special']"
510,OdD1GuGNQ64ssJmMJ_D9RQ,"['drinks', 'mixed']"
511,I1rvqU2k5UQGo2lGdY6hyw,"['dish', 'vegetarian']"
512,2mcmuAvpNIJuV3gV0v9v2A,"['meal', 'average']"
513,27hfvE5DcOY3J1-MWbTU9Q,"['taste', 'funny']"
514,SDs4eWoV-cpJystzTAH0qg,"['taste', 'fine']"
515,WxpCYziMlEy8mrEa_VcB1w,"['service', 'perfect']"
516,c8XlQvVNwKhH9BOHEObtNQ,"['food', 'Great']"
517,tdeHd2AVYlEnz9F1UGb84Q,"['drinks', 'after-dinner']"
518,zG_wv69bsllw_PWhOmoAKQ,"['dish', 'favorite']"
519,7LGjM8HKJTwqfYU3C7N_0w,"['food', 'Great']"
520,8nRXiNdt_8-aePTlVxKqmA,"['dish', 'other']"
521,4rySWsfL5enT7t4XuVNJuQ,"['food', 'good']"
522,0nGjXTpUtpIJl10PL0eBGg,"['dinner', 'old']"
523,fF6m3qsD5blnwuZRuYhzWg,"['food', 'Mexican']"
524,NA3tQYxR6Fq5O8nV6u41Tw,"['dinner', 'good']"
525,C42yP2SAQyit92zVyRAqMw,"['food', 'priced']"
526,EWnSPExh_T5zTv6oMJOC5g,"['food', 'Chinese']"
527,t4pkeGscooStLjy-Js5Byw,"['food', 'fast']"
528,9tSHBEoAhKu-tkU8n6SKjA,"['dinner', 'green']"
529,TqVESkM8cDQdTC1LL3RUSg,"['food', 'good']"
530,UI8iKvzhGn2qZCGIqtQqrQ,"['breakfast', 'less']"
531,lnX2gaGdO0fNtykyFrp1AA,"['food', 'decent']"
532,Dka36Pw7ibbHV6xIimQAOg,"['food', 'good']"
533,JokKtdXU7zXHcr20Lrk29A,"['dinner', 'fresh']"
534,CV4DDFG6tII-ehzaWPXK4g,"['lunch', 'mediocre']"
535,4O8NrAHjO6Tb_Xa_YT-Xjg,"['lunch', 'working']"
536,yVQiGdxmnrkJDyQXv2maNA,"['lunch', 'good']"
537,bF7KQ6AQK5rBS7aOFKtlWg,"['food', 'Sure']"
538,qb4PzVr19bXXLBf71dd5kQ,"['drinks', 'Mixed']"
539,jEWfxxA_kjeJE_Z_ku3zLA,"['dinner', 'quick']"
540,LbLVO7yqAJGEQ1nK6rEvHA,"['food', 'Chinese']"
541,tHztlek7Ecs-5ZonXUATyA,"['service', 'best']"
542,XU5Fb3TosXDUJcNRWQM5cA,"['food', 'wonderful']"
543,wCi6nBXnXf5PAHqJZP9dqA,"['food', 'yummy']"
544,WbGyfSypHxJZPC18Kj5OmA,"['breakfast', 'UNIQUE']"
545,24OmQWFTnbfGv-e8GyEMAw,"['food', 'Tasty']"
546,AryNioF9fxl8RYGiIE7fSA,"['lunch', 'quick']"
547,hZRLGfRrZTo9up2P-0aAHg,"['lunch', 'quick']"
548,ZG4oIFBRlXyaF5F9L3dzxg,"['taste', 'good']"
549,vSWEXsXmJw5ozuF4zqE9ng,"['dinner', 'late']"
550,adPVJMkRrS8_3VHQKw5-qw,"['food', 'Mexican']"
551,uEW1NwL9h5N0zI2Ip9UKrQ,"['service', 'friendly']"
552,Mysd5IypHqTFkmHlbQeOyA,"['drinks', 'regular']"
553,ZEdaJ8mcMpPiFWgDuSPqeA,"['meal', 'vegan']"
554,Trar_9cFAj6wXiXfKfEqZA,"['taste', 'real']"
555,oiLe3lqMFaZtsSpRuIUChw,"['food', 'Mexican']"
556,1M4oczf2lmkdgbrJ3J7OqA,"['dinner', '3-course']"
557,StwBhPYVo-q-x1FccSmzwQ,"['quality', 'good']"
558,EmlgWjs1ZzZEpDjZCSPLmw,"['food', 'delicious']"
559,zOJdahdaaLz7DpfdIucslg,"['food', 'wonderful']"
560,xL7H-eMQDE-y23VL7MpLsA,"['service', 'good']"
561,XhdMiSn0b3O929YpjVBMHw,"['service', 'excellent']"
562,fd0iSXEhwz-foQdS8SCKYA,"['food', 'good']"
563,t4aP7ksa716XY6S4EsWFqw,"['food', 'decent']"
564,53YGfwmbW73JhFiemNeyzQ,"['drinks', 'great']"
565,BM0-dgPJMBMmcmO9PVCJfQ,"['food', 'Mexican']"
566,jj-K19oswZARMwCQK-b37A,"['food', 'salty']"
567,Cp6JGY5YIRncTV_My9nf9g,"['service', 'great']"
568,EHi-lebXGWjSktl4WvSoow,"['lunch', 'celebratory']"
569,mqQwChPNN4o4DhAzaGntIA,"['meal', 'guilt-ridden']"
570,UE4h9OXNzNInmxseAkUihw,"['dish', 'favorite']"
571,iJPG0GPcIirjOMlmzZWxBQ,"['lunch', 'last']"
572,wH9WtaTlrRawH_IpK90RPg,"['drinks', 'decent']"
573,uPDTnuR-sOi47blHH943lg,"['food', 'Good']"
574,uR2aNW75R4oYs9w7aw-_kQ,"['dinner', 'late']"
575,cVejKU_SrdbvzIbQ4oPV0A,"['food', 'Mexican']"
576,JRhbdbjWYsK0s3q2waoULw,"['service', 'friendly']"
577,tbrFsCEUuq2S5lraOln4nQ,"['service', 'good']"
578,nBfusVbqwul0BU0Rcrlelw,"['food', 'great']"
579,yQONzVpX-DEpGSuKMIov6A,"['food', 'mock']"
580,IwhkOh4fPsiU7TThIsz6Og,"['service', 'excellent']"
581,qwmHm3s8p7J12AIY6Co8HQ,"['atmosphere', 'back']"
582,Z_KjmNp3sMwodUBTSgFZGw,"['quality', 'great']"
583,cdwHgELA2puX2DNfwSt5EA,"['dinner', 'romantic']"
584,Tsff0UUVgrnawjI_xd2cKg,"['lunch', 'late']"
585,B54ozdLlH5ozkwnweskhYg,"['atmosphere', 'Big']"
586,ykKSshfa9ANCZCuvM2LaWg,"['food', 'mid']"
587,GAPqG0WNBBidKeZTMpEZ-w,"['drinks', 'good']"
588,JRzrqJmsQ5AZ4bMQLUfyHg,"['breakfast', 'wonderful']"
589,cLojUtqkFpVIHFEvA_5Atw,"['drinks', 'mixed']"
590,41j3GB7M-Lwq284Pfb9zgw,"['dish', 'boiled']"
591,VKNl2-aF4n1x7lPVyU-Mag,"['food', 'Mediocre']"
592,di2QHs2SrY0XFHcfAq_k2A,"['food', 'Great']"
593,QCxXYA13PtkD3wec47_r8Q,"['atmosphere', 'Great']"
594,FOfhEC6rN23RQaUlsR2byw,"['dinner', 'full']"
595,Nz_AasmpsQ8MLSqhCTRVoA,"['dish', 'eggplant']"
596,yTFdhqH9eLzaP05xXQa2rw,"['food', 'Good']"
597,OEQMqI-duBA1gbBFzi7BPw,"['service', 'good']"
598,nRO4tRwimU12hg7Cnz__iA,"['lunch', 'special']"
599,WyJRPTn2FCFdj2cYT9pqyw,"['food', 'Excellent']"
600,r9sGMJ084n4IS9eGmlCKjg,"['food', 'only']"
601,b-6GC5VpE3tHZTcWmZynfg,"['service', 'great']"
602,0_vMnSRqc5aZUg1eBk3l2g,"['food', 'better']"
603,8t80-omyflkywRfu9LPh6g,"['dinner', 'fantastic']"
604,s87D-mtAuJ8BluKgYYsXGw,"['food', 'great']"
605,zmjWXerSZlB0eRLxrKevYQ,"['food', 'flavorless']"
606,uU70AmVxV_OOgkumhUpu-g,"['dinner', 'free']"
607,3oZcTGb_oDHGwZFiP-7kxQ,"['dinner', 'early']"
608,FI4ns6iR4ZrhoaYjITf-Mg,"['food', 'Chinese']"
609,xIdyiVoX5woL8iKHYKoiWw,"['food', 'vegetarian']"
610,VsrvWdZL2993olnW3z8R3A,"['food', 'fast']"
611,NLVcGseUhgQdABs1mIYk8g,"['lunch', 'slammed']"
612,G9LwkTSdKOyOGqd5BbuIkA,"['food', 'Great']"
613,-wwJIaO7-diyEqxGwZKVuQ,"['quality', 'highest']"
614,IceZ4BtTz76eppjNWm-c6A,"['drinks', 'basic']"
615,IM-9thHqQbBK5tX5MfTzBQ,"['breakfast', 'great']"
616,bqktAhYfTOXp8lNwghu1BQ,"['food', 'good']"
617,zMa6YoEekpABg1HZnnTZdg,"['food', 'great']"
618,n4mfUCDXHsg0GH50HzJpug,"['dish', 'mongolian']"
619,jGldmslgIegQNM5kvb851Q,"['dinner', 'nice']"
620,rr13jM6SUmfPPPGHHMHCgQ,"['lunch', 'quick']"
621,fDZzCjlxaA4OOmnFO-i0vw,"['quality', 'irksome']"
622,pAHUC05ceak48e745i6G4g,"['service', 'Friendly']"
623,Xk3inJcuBGLhavUcdlINZA,"['meal', 'course']"
624,b3mfNkad2uxdlKLrS3hDCg,"['service', 'unfriendly']"
625,Shl6PtJERnowSJSC4IHbYQ,"['atmosphere', 'great']"
626,f7Xe9Xzoafhi_EY4xwEpSw,"['food', 'good']"
627,3OF6i6LTzRXpwNgodv7aeQ,"['order', 'typical']"
628,Cp5_NSJFNgylD5SUdmT8nQ,"['drinks', 'Cheap']"
629,wNsmt1hF1uv3YvbwXZMAoQ,"['dinner', 'nice']"
630,hqVbmZNLTdR2y7G7oJu9vg,"['food', 'great']"
631,vtQOervVVTXjhvSZQiZ6PA,"['food', 'best']"
632,R7YlKfLpoFDAJQB9hBcQJA,"['food', 'much']"
633,MEOC6ng0jPhQOX_BzEzf_w,"['dish', 'inspired']"
634,L8STRioAgDx-_FRFuuUU2Q,"['food', 'good']"
635,oMw1SaH_zEbOOufTsGuk6w,"['food', 'much']"
636,VpSiOW1PapVmZyyRBK_GBQ,"['meal', 'great']"
637,bZivzFTkkjNtUBSuMhoCtg,"['meal', 'favorite']"
638,RYZ08XAToBaN-bS5HHVEhQ,"['food', 'great']"
639,7LuKiasIyGUEo7uipN10Eg,"['dinner', 'early']"
640,ChmqODwuYP1ewjmWXtxtsg,"['food', 'Chinese']"
641,F3SEkW6v2LJ5y6Ldo5pPaw,"['food', 'Great']"
642,xI0UZH734lJtm39DbLf-Bw,"['food', 'Mexican']"
643,xdwPHc25l7_roZ9Kfea13w,"['price', 'same']"
644,weCbIA8mCkVw7zmxPNT5sA,"['food', 'restrant']"
645,KS2w8ychyieJbUqRa6kCHw,"['food', 'good']"
646,Mng1FUcW-xRSdsDkowQm2Q,"['food', 'made']"
647,HEI4WFai9zoixD5GhCnbeg,"['food', 'Chinese']"
648,FFHzFdyWgM-OdMghuXMPEQ,"['food', 'delicious']"
649,5jazn-RZP2R6ZkCIPZsf0w,"['meal', 'healthy']"
650,NWtC07BxIqQp76kugbvynA,"['food', 'greasy']"
651,zXg2O_QnpHQVD7e1azAu_w,"['food', 'mexican']"
652,7QSYBp2-AOdyUJXEaLnbgA,"['food', 'mid-level']"
653,VpW40mznMS43CqdbelX2wA,"['food', 'good']"
654,TehSM5JrMRikSnjnnfulbw,"['lunch', 'pleasant']"
655,Lo0dRIDKXc5mlE-coVZrtQ,"['drinks', 'soft']"
656,nts2OALwvyvfNh9focRZ3w,"['breakfast', 'favorite']"
657,djYFLq4Bkqpkd14-0IJfug,"['quality', 'frozen']"
658,qVWR4NHU3NXlEIaCy67g2g,"['food', 'Chinese']"
659,Y293fHh5SZ0_9BZm4M6BCg,"['food', 'great']"
660,OuGcrCgeTBrJnEGvLZ3JvQ,"['food', 'good']"
661,9BOeSWUvmh4rRhpQNgrdqA,"['quality', 'same']"
662,mQUC-ATrFuMQSaDQb93Pug,"['food', 'Great']"
663,mxrXVZWc6PWk81gvOVNOUw,"['dish', 'best']"
664,FKbLmiEDKqDolWzMXeusUQ,"['food', 'Mexican']"
665,7YYD_agS3Kb2sAx9JPkQEw,"['lunch', 'great']"
666,mQfT3JYu18HN22DVylcE7A,"['breakfast', 'delicious']"
667,asebFFgabg_lfoNpGJHZlQ,"['food', 'good']"
668,RQWliUrWic_b5FZEj3JThQ,"['food', 'Italian']"
669,BRhKD4BEMg6NagsD3z-0YA,"['drinks', 'mixed']"
670,0wRPvS-sG5x-pEMKVuDBJg,"['service', 'excellent']"
671,qfFSS0A5OXUkCbTeC1fYLw,"['service', 'excellent']"
672,01cEFI5Pq_RyEwM3GSTopQ,"['drinks', 'pouring']"
673,rK9wysMZ3nh6b6dxiG-l_Q,"['food', 'top']"
674,onwUqByAIhtkyJsEITV5lQ,"['price', 'full']"
675,jnzROxEjNkgeo5Ju3F8qzQ,"['food', 'amazing']"
676,DDg0jSO9C8_FdOIcEq4dDg,"['price', 'full']"
677,4DhqZ0tyi2V2Mp8IqTREAA,"['atmosphere', 'good']"
678,R2FuwuSjmyvzNWNfqzKUvw,"['food', 'delicious']"
679,o-OV2LkJxpcCHmI_d4TZiQ,"['food', 'great']"
680,EOCQ5E0lakUyBvUH0L9--g,"['food', 'Hawaiian']"
681,xz1fQwwVAhqA9MsmMaGyZA,"['food', 'Mexican']"
682,s1dex3Z3QoqiK7V-zXUgAw,"['food', 'great']"
683,It8Q9-l1EEtTr9NPpTgGPA,"['meal', 'full-sized']"
684,6SMQl2vR37HvjYWwSl1V3w,"['food', 'Good-quality']"
685,mwiNm868yAo8Xh8hO7Ke_Q,"['food', 'cajun']"
686,KTF-E3NfkJy2wiwcgOPyVQ,"['lunch', 'late']"
687,TMZP6Kzkc-FytzgbgIC9JA,"['meal', 'whole']"
688,x_mxrJALBi5No9CxRswEaQ,"['food', 'Mexican']"
689,SDetUVwhaCPGkQYqmUak6g,"['dish', 'curried']"
690,maB4VHseFUY2TmPtAQnB9Q,"['food', 'Good']"
691,MY0_6BAzQCu4sqXqwNEFfg,"['food', 'Good']"
692,GhhpkAkGl4JE_M_Szwegeg,"['food', 'much']"
693,mW1gB2DmBe__AEVgCoTgjw,"['food', 'more']"
694,xs1LHeJy78u-7taSEnQ2Yw,"['food', 'much']"
695,Cse5FvYuACIxljwaac2SZg,"['food', 'great']"
696,oJpmYvLibGrYPDvcaUeMOw,"['dinner', 'unpleasant']"
697,10BgGvCMDH-JbYsg8KRLRg,"['breakfast', 'warm']"
698,bgTB6MgdVQssXhkNJ7qIfw,"['drinks', 'unique']"
699,5KG0A3WlC7K3DAXtrIFFjg,"['food', 'Asian']"
700,3Zsjlum5kl5N5KV712aTMQ,"['dinner', 'nice']"
701,2VpSPb8IVXNqyVY5n7caGg,"['quality', 'usual']"
702,6PFPQeCM-XDrZRy0DHV2Yw,"['food', 'Chinese']"
703,L_MtTn4IUBTmQtqqM2iFqA,"['food', 'Vietnamese']"
704,FURgKkRFtMK5yKbjYZVVwA,"['drinks', 'mixed']"
705,q9WaFYhlOZCrfXJQTG5t_Q,"['service', 'good']"
706,KV-yJLmlODfUG1Mkds6kYw,"['breakfast', 'free']"
707,Bjt3rB73dvSDe1XEPEWc6w,"['dinner', 'good']"
708,Fo5O94HccxE4PvMQf-G_vQ,"['atmosphere', 'quaint']"
709,Dim6R6ki5Z_05bk_V1htbQ,"['food', 'better']"
710,_dVPzYGXKNg2rIsc40VtyA,"['order', 'correct']"
711,fPExBO1aXA5c4uwlHFyx2Q,"['food', 'low']"
712,gHKB66up5VluCWT4vuSZpw,"['dish', 'amazing']"
713,WM8sy8FjrU3PpxN_NI02ZA,"['dish', 'basic']"
714,CNvPqN9pa5aJRn-Npcqgdg,"['service', 'such']"
715,UScgPn6pIHuOmQJTsZQIOg,"['drinks', 'interesting']"
716,DuaoskPAVBV55px_cwxIVw,"['meal', 'peaceful']"
717,OmJ283Un9mAbr_gc7v4N4A,"['dinner', 'take-out']"
718,aBjWR-Mol58GMsRAdz2Tjw,"['food', 'Good']"
719,oxsCvEkQNNIbOPDt_QK_0A,"['dish', 'other']"
720,UeWr0eT1KEoMSYwf0vXIKw,"['food', 'mexican']"
721,2rMf09C5uXzF2qIlD5F5BA,"['lunch', 'late']"
722,PsKAMRgeydy54ytW8xWKCw,"['food', 'Indian']"
723,AMwr-IwwaamJ2l3Z8yce6Q,"['dinner', 'friendly']"
724,dipzJ5BExpm6BtJ91mXd4Q,"['dish', 'traditional']"
725,24qSrF_XOrvaHDBy-gLIQg,"['food', 'Cajun']"
726,k76odRRsXPErPzB0gjn-3g,"['dinner', 'early']"
727,wN_wAXWg8W94v04eqijy6g,"['lunch', 'awesome']"
728,lAGDe38li38fyf971CslFg,"['dinner', 'Peking']"
729,SX0pCDRvuTEoXobTovJEIQ,"['service', 'great']"
730,yJMLD-6AggZNdC-GonVBsA,"['dinner', 'special']"
731,jgWAgT7LWPTf5wju9Q-kiw,"['food', 'Chinese']"
732,9Ep4sguv3HH_8lWyzSogjw,"['quality', 'top']"
733,6NAOp61ozWlO6KCxTlgCkw,"['food', 'fast']"
734,H03D-h5UwPXOv64W5Iqn_Q,"['atmosphere', 'casual']"
735,5-X03Zc0nN7U5eoe8uFUdw,"['food', 'Great']"
736,DlCtdbceo4YNSI53cCL2lg,"['dish', 'flavorful']"
737,gkv2XvXpFgiq4Bb2XK7YmQ,"['drinks', 'overpriced']"
738,sNuyncpQdcvfEpfZS-3Yew,"['drinks', 'Soft']"
739,i41M_To0DAxuzZIGvU1wyg,"['food', 'abysmal']"
740,XNSito__Fne14TXU0vz1Qw,"['food', 'good']"
741,TuCAYZ89lP_s6D7Y78xNhQ,"['meal', 'first']"
742,GfMRsE7rYqNyfC6wUYZkzA,"['food', 'good']"
743,KgTb63IZHFn_rhLG-cpm_A,"['service', 'drink/music']"
744,I7IfnWW1nXljC4ZGqwPe-w,"['food', 'mexican']"
745,2OY8xs4aqOt8eTnYokdrww,"['dinner', 'amazing']"
746,fMcI0fOLmUwSvgVCmGA9Rg,"['drinks', 'great']"
747,pQAIM21Yw4eNdbha2Rxkcg,"['food', 'great']"
748,YL_EiYALmGUd1lm5HZgL3w,"['food', 'wonderful']"
749,RLjA7TBXJfyqDfPuVCcrtQ,"['dinner', 'nice']"
750,UWrB5H3G-hhiHMy3iKV2ew,"['service', 'Great']"
751,VGvieeQwktJPxLMq6I3tkg,"['food', 'Italian']"
752,bDR6kF5Aw9guBkaahSAchw,"['service', 'quick']"
753,MAfc2V_EVtyR9rMxxEAPLg,"['lunch', 'pm']"
754,J3INwTy4KZJ8aJwVoOqAJA,"['taste', 'reminiscent']"
755,_RBUU1y4yJrK0SPAd8z0-w,"['drinks', 'strong']"
756,IdnYOlL9aDfMu_S2kcaUkQ,"['service', 'exemplary']"
757,0K634ehk41ZRc4kj3NTAEQ,"['dinner', 'last']"
758,3g2ofV7mhEoPyfF7vFMObA,"['drinks', 'cheap']"
759,FkFjSrQx33Xn3yC-IUNjUQ,"['price', 'decent']"
760,ttLtsY1S2Angj6hvEdzwDQ,"['quality', 'higher']"
761,C0Oax-LBEFf0mmPSugymEQ,"['food', 'Chinese']"
762,sMO71vGV8wkKujOle3-v7g,"['dinner', 'quick']"
763,-_Ke8q969OAwEE_-U0qUjw,"['dinner', 'whole']"
764,Pju_pKfvEnUYV9wMVNsacg,"['quality', 'better']"
